CustomerID,Recommendation,category
15967.0,"{'72802B': 0.13812277665483924, '21904': 0.13801311186847084, '77101A': 0.13801311186847084, '22693': 0.13797369644231547, '47566B': 0.13721510754924343, '22292': 0.136877182165831, '17091J': 0.13552618543578768, '84509C': 0.13483997249264842, '84520B': 0.13483997249264842, '21658': 0.13459547551454137, '22806': 0.1336306209562122, '23114': 0.1336306209562122, '23052': 0.1315587028960544, '85187': 0.12087344460380704, '21376': 0.11952286093343936, '22547': 0.11952286093343936, '21730': 0.11454053224818188, '85061W': 0.11454053224818188, '21472': 0.11145564251507058, '22776': 0.10961761428628045}",need attention
15969.0,"{'21363': 0.17161692805605766, '23110': 0.1704496542926783, '22297': 0.16850465039369414, '22771': 0.16800537625806175, '84843': 0.16648178955300671, '23175': 0.16593190923128814, '84880': 0.1656472891122698, '22674': 0.16463819352454367, '21056': 0.1631181743481111, '23174': 0.15975876887526907, '22670': 0.15888814239971283, '22294': 0.15670614180495776, '22776': 0.1562678991858154, '21171': 0.15246239465416125, '82552': 0.15009105918204332, '23150': 0.14967108502231244, '21754': 0.1496480569300118, '22178': 0.1487921029677188, '84836': 0.1478063987929849}",need attention
15970.0,"{'20723': 0.31852411857792173, '22386': 0.31551637759255124, '85099C': 0.3074936767138926, '21239': 0.2967212130281041, '22326': 0.2959568898573988, '23255': 0.2906591794880899, '20677': 0.2846520432287211, '21243': 0.28220586725855207, '22029': 0.2803244684540857, '22417': 0.27241476285870114, '21976': 0.26795568388147034, '22328': 0.2612471401758654, '22614': 0.25574480523640236, '20674': 0.25495097567963926, '21238': 0.25285974985621007, '20676': 0.2505117712623174, '21244': 0.2501487652616034, '21731': 0.24497075042400504, '23254': 0.24456713620629716, '23292': 0.24283339755490593}",need attention
15971.0,"{'22911': 0.20272121351984576, '22449': 0.20256711147285467, '22558': 0.20249217580857132, '22345': 0.20078234442307635, '22243': 0.20056436330960498, '21936': 0.1999600119960014, '20727': 0.19957238127063895, '20655': 0.19492029389636262, '22446': 0.19492029389636262, '84951A': 0.19492029389636262, '84951B': 0.19492029389636262, '22630': 0.19465316098168434, '22447': 0.19448665533052606, '21439': 0.19448665533052603, '20750': 0.19202384316064208, '21058': 0.19148936170212766, '22303': 0.1902701640241569, '21155': 0.18972148249856302, '22700': 0.18944220058835154, '22027': 0.18669279555718044}",promising
15973.0,"{'23110': 0.1645362954286044, '84625A': 0.16448792373994225, '22720': 0.16295220950162032, '23111': 0.16245910832216473, '85049G': 0.1618998344161296, '22202': 0.16116459280507606, '84247G': 0.16116459280507606, '85049C': 0.16035908276045138, '84637': 0.1599005372667078, '22088': 0.1598006930251483, '20725': 0.15798539684136415, '22170': 0.1575555038082089, '21933': 0.15412405059877246, '22507': 0.15237404215024433, '22666': 0.15175291135879138, '20724': 0.15098397480073156, '22173': 0.15007505629691606, '20719': 0.14844114533083583, '21080': 0.14667970544223283, '21929': 0.14650132801342772}",loose them
15974.0,"{'23557': 0.1252448582170299, '84917': 0.12500000000000003, '21615': 0.125, '35911A': 0.125, '21207': 0.12166606584807191, '23203': 0.12084892417661415, '23088': 0.12084892417661411, '85202': 0.12038585308576923, '85027L': 0.12009611535381537, '21679': 0.12009611535381534, '21360': 0.11952286093343936, '72800C': 0.11952286093343936, '21377': 0.11952286093343936, '22807': 0.11805626722019105, '37479P': 0.11785113019775795, '47480': 0.11785113019775793, '21383': 0.11572751247156896, '35965': 0.11572751247156896, '72800B': 0.11572751247156896, '22307': 0.11396057645963795}",promising
15975.0,"{'16054': 0.1666666666666667, '21147': 0.1666666666666667, '23016': 0.1666666666666667, '22614': 0.16666666666666666, '22567': 0.16636614460702387, '21967': 0.16556654463313047, '23309': 0.16455696202531647, '37501': 0.16335983103519902, '22932': 0.16282510020266108, '23328': 0.16253360009934814, '21982': 0.1622214211307626, '22968': 0.16173107818196042, '21625': 0.15831025718843605, '22071': 0.15075567228888184, '23366': 0.15075567228888184, '21981': 0.15048231635721154, '23021': 0.15001172012346986, '21634': 0.14907119849998599, '22951': 0.14889955630316837, '23188': 0.14792109719230398, '22952': 0.14752379107053626}",need attention
15976.0,"{'79302M': 0.14322297480788657, '51014C': 0.1406421692815486, '21071': 0.14048787173725408, '21814': 0.13968605915391563, '17021': 0.1386750490563073, '84600': 0.1386750490563073, '21993': 0.1369306393762915, '22927': 0.13456562841903869, '22894': 0.13401406685472436, '22224': 0.13386322447594806, '20780': 0.13363062095621217, '20782': 0.13363062095621217, '84531A': 0.13318543164240537, '22357': 0.13032150878567172, '22217': 0.12751534261266767, '82011B': 0.12751534261266767, '21314': 0.12499999999999999, '22363': 0.12251277836633778, '21518': 0.12097167578182677, '35810B': 0.12097167578182677}",need attention
15977.0,"{'23409': 0.13608276348795434, '23516': 0.13608276348795434, '23517': 0.13608276348795434, '23697': 0.13608276348795434, '35964': 0.13608276348795434, '84821': 0.13608276348795434, '23344': 0.1360827634879543, '21279': 0.13576884666042613, '23077': 0.1347420139090739, '22909': 0.1338877362790406, '20978': 0.13245323570650436, '23353': 0.1308468359548103, '22043': 0.12909944487358058, '23583': 0.12909944487358055, '21038': 0.1270001270001905, '21626': 0.1270001270001905, '84993B': 0.1270001270001905, '22893': 0.1250610798961445, '84032B': 0.1233534278728621, '23212': 0.12247448713915893, '23426': 0.12247448713915893, '23289': 0.12038585308576923}",need attention
15978.0,"{'21878': 0.13961796943056518, '22485': 0.13961796943056518, '22739': 0.13944333775567924, '21507': 0.13809204416652687, '22433': 0.13809204416652687, '22563': 0.13809204416652687, '23582': 0.13801311186847082, '84827': 0.13801311186847082, '23569': 0.13693063937629152, '21070': 0.13561270072416207, '23492': 0.13130643285972254, '23523': 0.13130643285972254, '23681': 0.13130643285972254, '23372': 0.1305582419667734, '23549': 0.12379689211803457, '23228': 0.11744404390294069, '23486': 0.11744404390294069, '23545': 0.11197850219117086, '22709': 0.10925355610938446, '22941': 0.10793322294408639}",need attention
15980.0,"{'84991': 0.16659514889120738, '84970L': 0.16659019652423027, '22089': 0.1652649186364451, '20719': 0.16513945849482303, '23025': 0.1649572197684645, '84707B': 0.1632993161855452, '22762': 0.16257538494050672, '22285': 0.1565276571121421, '84459B': 0.1562333133729014, '21906': 0.1546617786679401, '21359': 0.15289415743128765, '84879': 0.15259101052435892, '22626': 0.15064871543094188, '21629': 0.14664711502135333, '85197': 0.14586499149789456, '22295': 0.14286919170318607, '22862': 0.1401425507601155, '22640': 0.1375228328345058, '22296': 0.13099062926556154, '22212': 0.1299850766441584}",promising
15981.0,"{'22725': 0.17162326606420664, '22530': 0.17074694419062764, '84030E': 0.1684330388132427, '23552': 0.1684303842133038, '21973': 0.1683587574253685, '23396': 0.1678603981989089, '20655': 0.16035674514745465, '23243': 0.15559461389633453, '21078': 0.15546754616864045, '23017': 0.154713186938819, '23031': 0.1515228816828316, '23018': 0.14586499149789456, '23420': 0.14586499149789456, '23575': 0.14586499149789456, '23169': 0.14239151723408694, '23535': 0.141509827535445, '21135': 0.14112547712960186, '23110': 0.1385917857350474, '23245': 0.13728395032013493, '23032': 0.1276595744680851}",promising
15983.0,"{'85071A': 0.12757759076995717, '22066': 0.1272937693043289, '23412': 0.12712834523274566, '22572': 0.12666009927622474, '21034': 0.12561614458108394, '21012': 0.1254363015010636, '21813': 0.12524485821702988, '84917': 0.12500000000000003, '20756': 0.12196734422726126, '20760': 0.12196734422726126, '22812': 0.12126781251816647, '23365': 0.12108986992412071, '23186': 0.12060453783110545, '85202': 0.12038585308576923, '85027L': 0.12009611535381537, '21386': 0.11769797726729994, '85144': 0.11736313170325507, '22084': 0.1170411471961306, '21383': 0.11572751247156896, '35965': 0.11572751247156896}",promising
15984.0,"{'22595': 0.13518217875625171, '84969': 0.13497638119975428, '21634': 0.1348399724926484, '35924': 0.1348399724926484, '22161': 0.1345345587992625, '22224': 0.13386322447594806, '20782': 0.13363062095621217, '84531A': 0.13318543164240537, '22310': 0.1307440900921227, '35653': 0.13074409009212268, '47503H': 0.12909944487358058, '84231': 0.12909944487358058, '22587': 0.12766073029704134, '22217': 0.12751534261266767, '82011B': 0.12751534261266767, '21896': 0.1241143205676182, '22266': 0.12104550653376049, '35810B': 0.12097167578182677, '20756': 0.11826247919781653, '20760': 0.11826247919781653}",promising
15985.0,"{'23550': 0.1574591643244434, '72780': 0.1574591643244434, '22884': 0.1559625734730109, '51020B': 0.1559625734730109, '22735': 0.1519474352795173, '85049E': 0.1509444709505754, '84820': 0.15086285728094284, '22694': 0.14894459873320012, '84884A': 0.1488130663608649, '22233': 0.1439309297266203, '21257': 0.14346842995764314, '22102': 0.14213381090374033, '22804': 0.14059673488550548, '22560': 0.13740858372430337, '17012F': 0.1348399724926484, '84898F': 0.1348399724926484, '22736': 0.13273296830047474, '21628': 0.1315903389919538, '84251G': 0.1315903389919538, '22567': 0.13139893476119863}",need attention
15986.0,"{'22113': 0.18103027858909296, '84971S': 0.18027756377319948, '22295': 0.17221233956384704, '21824': 0.16888013236829963, '23401': 0.16888013236829963, '23404': 0.16750630254320203, '23329': 0.16724840200141816, '22914': 0.16368071367891066, '85032A': 0.16032096321124045, '85066': 0.15746301451124053, '22496': 0.1528600406937367, '21756': 0.15257842878121616, '22798': 0.15108988954976368, '22488': 0.14841082053268118, '22913': 0.14667866221221437, '21446': 0.14436106547701633, '21143': 0.14371515142959107, '23014': 0.14112547712960186, '22336': 0.1404109131602727, '22089': 0.1380770512334337}",need attention
15987.0,"{'23249': 0.1305582419667734, '37489D': 0.12909944487358058, '23285': 0.1284985132406471, '22942': 0.12833778958394956, '23108': 0.12713974432223127, '21927': 0.1259881576697424, '23071': 0.1259881576697424, '85036B': 0.1254363015010636, '23016': 0.1252448582170299, '23557': 0.1252448582170299, '22169': 0.12267912301642962, '22170': 0.12267912301642961, '22782': 0.12104550653376049, '23203': 0.12084892417661415, '23088': 0.12084892417661411, '21819': 0.12009611535381537, '85141': 0.12009611535381537, '23164': 0.11973686801784994, '21340': 0.11826247919781654}",promising
15988.0,"{'22470': 0.14472281409735457, '22077': 0.14434779638691278, '84429A': 0.14433756729740646, '21143': 0.14371515142959107, '22469': 0.14366614395332394, '35646': 0.14285714285714288, '79051A': 0.14285714285714288, '84707B': 0.14221363894199318, '23014': 0.14112547712960186, '82484': 0.14104313641214175, '22336': 0.1404109131602727, '22089': 0.1380770512334337, '20733': 0.13801311186847084, '47593B': 0.13750477455423168, '21439': 0.1336306209562122, '23269': 0.1336306209562122, 'C2': 0.1336306209562122, '23008': 0.13259870882635919, '23081': 0.130066495428618, '85093': 0.12964074471043288}",need attention
15990.0,"{'21524': 0.16945859735114124, '22852': 0.16816819849907813, '22333': 0.16798421022632318, '22795': 0.16728421664232296, '21770': 0.1669931442893732, '22566': 0.1636634176769943, '21721': 0.16283473681973243, '84707B': 0.16269784336399212, '23298': 0.16241379323709526, '22478': 0.16169041669088863, '16011': 0.16137430609197567, '85197': 0.16137430609197567, '79321': 0.16093484986175585, '21179': 0.16058821968029052, '22144': 0.15894388284780522, '22933': 0.1583251240952809, '20941': 0.1559625734730109, '21935': 0.15531518604934882, '22548': 0.1546304721226871, '23371': 0.15452877499092174}",need attention
15992.0,"{'22838': 0.5036073393532795, '22841': 0.35112344158839176, '22843': 0.3511234415883917, '22842': 0.2685108067705273, '22840': 0.26782645260935317, '22846': 0.24456661791448223, '22848': 0.21736213050709963, '22720': 0.20932370327138833, '22625': 0.20646286295411656, '22666': 0.2037183725790444, '22624': 0.18852689915970952, '21216': 0.18726583551380893, '22847': 0.1847389609783323, '22852': 0.17853755511932878, '22849': 0.1783708866978789, '22845': 0.17469044136748726, '22939': 0.17447464086340458, '22844': 0.1709495372682753, '22721': 0.16885191749342754, '22193': 0.16697187309710768}",loose them
15993.0,"{'22389': 0.12909944487358055, '90058B': 0.12909944487358055, '15044C': 0.1283881477532739, '21949': 0.1283881477532739, '85136C': 0.12830005981991682, '23559': 0.1264911064067352, '15044D': 0.12598815766974242, '85048': 0.12507979573107608, '21377': 0.12403473458920845, '22064': 0.12344267996967354, '22314': 0.12326671027227314, '22809': 0.1224744871391589, '22988': 0.12207160944508066, '21034': 0.12055925735726201, '22498': 0.12014425971949098, '20836': 0.11470786693528087, '51014L': 0.11314714296070713, '23083': 0.11164843913471803, '23424': 0.11128297681493143}",promising
15994.0,"{'16235': 0.1286978904175574, '23403': 0.12792042981336627, '85111': 0.12792042981336627, '20761': 0.1276884796138123, '84707A': 0.12725695259515554, '17136A': 0.1264911064067352, '22340': 0.1264911064067352, '23553': 0.1264911064067352, '85186C': 0.1257389226923863, '85032B': 0.12493900951088487, '23198': 0.12443420336765103, '22446': 0.12262786789699316, '21591': 0.12196734422726126, '21383': 0.12087344460380704, '23469': 0.12060453783110546, '23360': 0.12000000000000002, '23131': 0.11980845957463077, '23220': 0.11846977555181845, '20762': 0.11826247919781653, '20766': 0.11826247919781653}",need attention
15996.0,"{'23234': 0.12451456127293806, '21470': 0.12373764497794919, '22307': 0.12309149097933274, '22165': 0.12262786789699316, '22346': 0.12262786789699316, '72799F': 0.1217161238900369, '22078': 0.11946953821789978, '21592': 0.11894651701745161, '84969': 0.11846977555181847, '84970L': 0.11539158284426272, '22775': 0.11350087076783315, '23312': 0.11340230290662862, '21813': 0.10767638041163309, '23101': 0.1072112534837795, '23055': 0.10540925533894596, '22810': 0.10143010324169743, '21265': 0.09622504486493762, '23072': 0.09622504486493762, '23567': 0.09622504486493762, '35598B': 0.09622504486493762}",need attention
15998.0,"{'21457': 0.1336306209562122, '35914': 0.1336306209562122, '37450': 0.1336306209562122, '84600': 0.1336306209562122, '23114': 0.1336306209562122, '22723': 0.1332504477222565, '22846': 0.1329674376022855, '23053': 0.13240678533309402, '20941': 0.1318760946791574, '22822': 0.1315903389919538, '22927': 0.1315903389919538, '23302': 0.13060462968966788, '22095': 0.130066495428618, '22848': 0.1292191476761844, '21038': 0.1270001270001905, '21615': 0.125, '21983': 0.12331063213729508, '20669': 0.12038585308576921, '21376': 0.11952286093343936, '21730': 0.11454053224818188}",promising
16000.0,"{'85099B': 0.22143052408730532, '22625': 0.220502434293619, '47566': 0.21900009726230005, '21263': 0.2182178902359924, '21279': 0.2182178902359924, '23208': 0.21634615384615388, '23209': 0.21606223488676193, '23199': 0.21538795018761267, '23425': 0.2041241452319315, '47471': 0.2041241452319315, '23074': 0.19245008972987526, '35967': 0.19245008972987526, '22075': 0.18983159915049982, '21821': 0.1825741858350554, '22182': 0.17407765595569785, '23013': 0.1684303842133038, '21818': 0.1684303842133038, '22802': 0.1666666666666667, '23489': 0.1666666666666667, '23526': 0.1666666666666667}",loyal customer
16003.0,"{'20685': 0.1217161238900369, '72799F': 0.1217161238900369, '22221': 0.11980845957463077, '23267': 0.11980845957463077, '23242': 0.11955702496470261, '84969': 0.11846977555181847, '22862': 0.11694106924093722, '23054': 0.11664236870396087, '84692': 0.11572751247156894, '22937': 0.11501092655705904, '22659': 0.11437725271791939, '22876': 0.11322770341445959, '84931B': 0.11322770341445959, '23053': 0.11085479909473867, '22846': 0.11038946493217633, '21071': 0.11020775375559677, '22193': 0.10987463131972675, '35241': 0.10878565864408425, '21090': 0.10567049305145204}",promising
16005.0,"{'84949': 0.12858612496840993, '22942': 0.12833778958394956, '23412': 0.12712834523274566, '21360': 0.1264911064067352, '22199': 0.1264911064067352, '22204': 0.1264911064067352, '23016': 0.1252448582170299, '23557': 0.1252448582170299, '22207': 0.12493900951088487, '22178': 0.12430020179134485, '84946': 0.1217161238900369, '23365': 0.12108986992412071, '23088': 0.12084892417661411, '23186': 0.12060453783110545, '22043': 0.11952286093343933, '85062': 0.117966388054349, '21386': 0.11769797726729994, '84347': 0.11561466260321597, '23499': 0.11396057645963792, '23065': 0.11026356928399425}",need attention
16006.0,"{'21058': 0.17310268341967494, '23107': 0.1728252824550709, '23147': 0.16852632441145612, '22083': 0.16843038421330378, '22411': 0.16786456679247144, '22384': 0.16778901380350608, '22960': 0.16748868050301405, '21929': 0.16746507442984893, '22720': 0.16744367165578425, '85214': 0.16675933649126753, '22488': 0.1667028474261652, '23145': 0.1665251238244323, '23152': 0.16508332072280238, '23138': 0.16395645894598823, '21390': 0.1637433900334292, '21158': 0.1624591083221647, '22283': 0.16230861351605888, '21630': 0.16064386578049977, '82484': 0.15932167156129495, '22795': 0.15927332634046978}",loose them
16007.0,"{'47021G': 0.1341640786499874, '23149': 0.1341640786499874, '23100': 0.1340896051062806, '47594B': 0.1336306209562122, '84600': 0.1336306209562122, '21071': 0.1311220136214372, '22942': 0.12833778958394956, '23108': 0.12713974432223127, '22310': 0.12598815766974242, '71279': 0.12598815766974242, '23557': 0.1252448582170299, '85062': 0.1251222494179709, '22460': 0.12397588061930459, '22799': 0.12087344460380704, '23088': 0.12084892417661411, '22124': 0.11952286093343936, '85114B': 0.11952286093343936, '85200': 0.11664236870396087, '21098': 0.11572751247156896, '21586': 0.11572751247156896}",promising
16008.0,"{'22454': 0.1615926535664718, '22558': 0.1610809361200701, '21916': 0.16001893827313252, '21592': 0.15910888793170552, '20751': 0.15862879350424178, '22367': 0.15808332255973429, '22092': 0.15794943794779692, '35965': 0.157485197087178, '85208': 0.157485197087178, '22988': 0.15746817074007305, '21125': 0.15713484026367722, '23033': 0.1556997888323046, '21900': 0.15469614656698288, '22102': 0.15075567228888181, '22425': 0.149270358506633, '85049D': 0.14818474149146232, '23102': 0.14679516868351475, '20684': 0.14484136487558028, '22916': 0.14116492564331998, '22917': 0.139655096932732}",need attention
16009.0,"{'23367': 0.14433756729740643, '21867': 0.14433756729740643, '22732': 0.14285714285714282, '22734': 0.14285714285714282, '20775': 0.14213381090374028, '21328': 0.1417477518541874, '85124B': 0.140028008402801, '22565': 0.13715853329963723, '21677': 0.13693063937629157, '20777': 0.13608276348795437, '21222': 0.13468700594029476, '22731': 0.13363062095621217, '22913': 0.130066495428618, '21750': 0.12856486930664499, '22954': 0.12856486930664499, '23515': 0.12856486930664499}",need attention
16010.0,"{'22499': 0.14788012043781928, '85071D': 0.14731391274719743, '21258': 0.14669540980778403, '22759': 0.14411755563479764, '21407': 0.14350946197048198, '21793': 0.14153462926807447, '23138': 0.13912166872805048, '22947': 0.13900960937138318, '22639': 0.13699754905014835, '22340': 0.13693063937629157, '22904': 0.13633337652435482, '22280': 0.13608276348795437, '23091': 0.1353825902684706, '22410': 0.13538259026847058, '22595': 0.13419902258999175, '21217': 0.13413055020296877, '23146': 0.13377816502340917, '22637': 0.13355611265883555, '21158': 0.13055824196677338, '23460': 0.12909944487358058}",need attention
16011.0,"{'79067': 0.13561270072416204, '22149': 0.13553671408323298, '22152': 0.13552618543578768, '22273': 0.13530201829834768, '21116': 0.13524203070138519, '23164': 0.13398624618033714, '23160': 0.13324272283470417, '20685': 0.1324532357065044, '22471': 0.13245323570650439, '21351': 0.1315903389919538, '84754': 0.13093073414159545, '21784': 0.13076644524148534, '21868': 0.12961896184130317, '21814': 0.12909944487358058, '85199S': 0.1286978904175574, '21682': 0.1283881477532739, '23340': 0.12634967392981722, '85048': 0.12507979573107608, '22130': 0.12456821978060995, '22466': 0.12174373330944385}",promising
16012.0,"{'84461': 0.1386750490563073, '15030': 0.1386750490563073, '17021': 0.1386750490563073, '37468': 0.1386750490563073, '72799C': 0.1386750490563073, '85179A': 0.1386750490563073, '20717': 0.13798683116522042, '21750': 0.13655774839978377, '23142': 0.1345345587992625, '23189': 0.1336306209562122, '23347': 0.1336306209562122, '21817': 0.1307440900921227, '23057': 0.1307440900921227, '72802B': 0.13030163843373951, '22760': 0.1303016384337395, '84251G': 0.12838814775327384, '85124C': 0.12725695259515554, '22825': 0.12561485860426552, '22797': 0.12532010295690074, '21257': 0.12442416956500056}",promising
16013.0,"{'20750': 0.13801311186847084, '21129': 0.13801311186847084, '22070': 0.13801311186847084, '84926F': 0.13801311186847084, '85104': 0.13801311186847084, '85040B': 0.13552618543578768, '23148': 0.1348399724926484, '22759': 0.13354547878703568, '22352': 0.13274985296390923, '20983': 0.13203565444069848, '23226': 0.1309307341415954, '20981': 0.12741179785940637, '20769': 0.1267731382092775, '21064': 0.1267731382092775, '23102': 0.12598815766974242, '23332': 0.12327841818038447, '23331': 0.12298800925361816, '23180': 0.11952286093343936, '23334': 0.11952286093343936, '23412': 0.11952286093343936}",champion
16014.0,"{'15030': 0.125, '20657': 0.125, '22128': 0.125, '37468': 0.125, '72799C': 0.125, '85179A': 0.125, '22409': 0.1224744871391589, '85175': 0.1209127083516686, '23412': 0.11785113019775793, '20702': 0.10767638041163309, '47574A': 0.10767638041163309, '21032': 0.10540925533894598, '22618': 0.10540925533894598, '72131': 0.10540925533894598, '84568': 0.10540925533894598, '22759': 0.10303257374565543, '20966': 0.10127393670836665}",need attention
16015.0,"{'23334': 0.13608276348795437, '21618': 0.13608276348795437, '23405': 0.13608276348795437, '23524': 0.13608276348795437, '23532': 0.13608276348795437, '23538': 0.13608276348795437, '21311': 0.1345345587992625, '84924A': 0.1345345587992625, '21373': 0.1336306209562122, '21253': 0.13363062095621217, '20777': 0.1307440900921227, '23381': 0.1305582419667734, '47563A': 0.12909944487358055, '84820': 0.12725695259515554, '23254': 0.1256629214830012, '22409': 0.12456821978060995, '23318': 0.1240729167463663, '21418': 0.12403473458920845, '85177': 0.12309149097933274, '23268': 0.12126781251816648, '23394': 0.12038585308576923, '23188': 0.11952286093343936}",need attention
16016.0,"{'84823': 0.13693063937629155, '22477': 0.1367041492012887, '20832': 0.13608276348795434, '84597C': 0.13608276348795434, '84709B': 0.13608276348795434, '22294': 0.13559399939321415, '47021G': 0.13552618543578768, '51020B': 0.13552618543578768, '21222': 0.13468700594029476, '22956': 0.13445664569367252, '21386': 0.13135173437318345, '35653': 0.13074409009212268, '22197': 0.1285845501133897, '22587': 0.12766073029704134, '22305': 0.12551092808470127, '20768': 0.1254363015010636, '21121': 0.12450599503432089, '22266': 0.12104550653376049, '20756': 0.11826247919781653, '20760': 0.11826247919781653}",promising
16017.0,"{'23469': 0.13483997249264842, '72780': 0.13483997249264842, '21071': 0.13433209885189348, '22098': 0.13316902848554255, '23271': 0.13245323570650439, '21818': 0.13046561461068845, '23456': 0.12909944487358058, '23462': 0.12909944487358058, '23484': 0.12909944487358058, '85061W': 0.12777531299998798, '20839': 0.11785113019775795, '22342': 0.1091089451179962, '22582': 0.1072112534837795, '85034A': 0.1072112534837795, '23130': 0.10050378152592122, '23131': 0.10050378152592122, '21810': 0.09622504486493763, '85034C': 0.0912870929175277, '85032B': 0.09016696346674324, '22950': 0.0880450906325624}",need attention
16018.0,"{'22092': 0.15794943794779692, '22988': 0.15746817074007305, '22670': 0.15717365336548283, '35810B': 0.1556997888323046, '21408': 0.15450786078738143, '82616B': 0.15384615384615385, '22508': 0.15384615384615383, '22460': 0.14808185191881446, '23087': 0.14625448482542613, '23149': 0.14301938838683886, '84707B': 0.14221363894199318, '82484': 0.14104313641214175, '22642': 0.1386750490563073, '35911A': 0.1386750490563073, '84519B': 0.13497638119975428, '22310': 0.1307440900921227, '22379': 0.13045451257138735, '20956': 0.12725695259515554, '21557': 0.12725695259515554, '22414': 0.12725695259515554}",need attention
16019.0,"{'18098C': 0.14019992744655632, '84949': 0.13985773194637896, '22741': 0.13961796943056518, '22440': 0.13918454046250336, '21326': 0.13793270806795682, '22027': 0.13773000775113897, '21098': 0.13769776380647356, '22339': 0.13730875909527246, '84356': 0.1371182340382122, '21125': 0.13699915608779772, '22375': 0.13699915608779772, '22354': 0.13620104492139978, '21682': 0.1359287365416081, '20967': 0.13552618543578768, '23164': 0.13398624618033714, '21791': 0.13396328420673198, '71477': 0.13368036248816242, '85206A': 0.1336803624881624, '23160': 0.13324272283470417, '22098': 0.13316902848554255}",promising
16020.0,"{'23411': 0.13608276348795434, '23329': 0.1349401507921227, '85208': 0.1336306209562122, '21710': 0.1336306209562122, '23116': 0.1336306209562122, '23506': 0.13355611265883557, '23356': 0.13139036155660133, '79190B': 0.12909944487358055, '15030': 0.125, '22481': 0.125, '23661': 0.125, '37468': 0.125, '72799C': 0.125, '84563B': 0.125, '85179A': 0.125, '21709': 0.12262786789699316, '22488': 0.12165981293449472, '23380': 0.1203858530857692, '23528': 0.1203858530857692, '23548': 0.10540925533894599}",need attention
16022.0,"{'21947': 0.15125495013558082, '84820': 0.15086285728094284, '22668': 0.15026130622691206, '22314': 0.1499326625579667, '22909': 0.14839644664325385, '22666': 0.14760049593849953, '23087': 0.14625448482542613, '22441': 0.14621516381790667, '16235': 0.14447872876615397, '22963': 0.14441770290122824, '22315': 0.14379932713576268, '23058': 0.143345544770249, '23149': 0.14301938838683886, '20914': 0.14230319299458652, '23158': 0.14203642561590835, '22470': 0.14157629008041758, '22988': 0.14022146187989837, '22962': 0.13448595689788476, '22705': 0.13290606860251747, '22752': 0.13212365955234767}",need attention
16023.0,"{'22113': 0.13628916428127666, '22194': 0.13608276348795434, '22796': 0.13608276348795434, '90099': 0.13608276348795434, '23108': 0.13497186520259022, '21418': 0.13483997249264842, '21420': 0.13483997249264842, '22867': 0.13450689671224259, '22595': 0.13419902258999175, '21408': 0.13413055020296877, '21108': 0.13402192668680965, '22637': 0.13355611265883555, '22846': 0.1329674376022855, '22866': 0.13171584244345805, '22927': 0.1315903389919538, '23302': 0.13060462968966788, '22095': 0.130066495428618, '21865': 0.1292719224987548, '11001': 0.12856486930664499, '21891': 0.12833175058483634}",need attention
16024.0,"{'85173': 0.1342312110428049, '23146': 0.13377816502340917, '23417': 0.1336306209562122, '23420': 0.1336306209562122, '84536A': 0.13334518676566623, '23535': 0.12964074471043288, '21991': 0.1293016367670472, '20659': 0.1289651760438322, '23156': 0.12878185658223204, '23294': 0.12777531299998798, '85032A': 0.12712834523274563, '21829': 0.12687387174778522, '20615': 0.12683657235796025, '21640': 0.12683657235796025, '23215': 0.1267731382092775, '22638': 0.12598815766974242, '23208': 0.12518976480103614, '85175': 0.12317900715887733, '23267': 0.12262786789699316, '23169': 0.11595420713048968}",need attention
16025.0,"{'23247': 0.1307130602850897, '23058': 0.12451456127293808, '23451': 0.12451456127293808, '23453': 0.12451456127293808, '23351': 0.12403473458920847, '23435': 0.12403473458920845, '23269': 0.12126781251816648, '23416': 0.12126781251816648, '23417': 0.12126781251816648, '22866': 0.12116095291816412, '23078': 0.11759620640757096, '23271': 0.11128297681493143, '21808': 0.10846522890932808, '23324': 0.10846522890932808, '23400': 0.10585122480499264, '23502': 0.10341753799900381, '23113': 0.09901475429766744, '23253': 0.09901475429766744, '23482': 0.09901475429766744, '23355': 0.09750298988361741}",need attention
16026.0,"{'22024': 0.15257207121423155, '22306': 0.15193428136569098, '22858': 0.15075567228888184, '16156L': 0.15075567228888181, '21280': 0.15018785229652765, '22957': 0.1499273381501255, '84884A': 0.1488130663608649, '23434': 0.14451832825402, '22233': 0.1439309297266203, '21708': 0.14159846508095775, '22804': 0.14059673488550548, '23266': 0.13382584475782772, '23355': 0.13312051063847863, '23116': 0.13245323570650439, '23569': 0.13245323570650439, '23660': 0.13245323570650439, '23691': 0.13245323570650439, '23356': 0.1284985132406471, '23371': 0.12745318548364543, '22818': 0.12735695807431854}",need attention
16027.0,"{'21217': 0.14403862827999164, '22760': 0.14237369936287486, '22493': 0.14048787173725408, '22797': 0.13693063937629157, '22853': 0.1305582419667734, '23042': 0.12909944487358058, '22852': 0.12009611535381537, '22823': 0.11785113019775795, '23043': 0.11785113019775795, '23113': 0.11785113019775795, '37479P': 0.11785113019775795, '84665': 0.11785113019775795, '21925': 0.11547005383792518, '85159A': 0.11547005383792518, '22845': 0.11489699792428523, '22709': 0.11322770341445959, '22666': 0.10991300127873237, '22687': 0.1091089451179962, '22788': 0.1091089451179962, '22926': 0.1091089451179962}",need attention
